status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
✅ Trip Verified ,A220-300,Solo Leisure,Economy Class,Paris CDG to Berlin,April 2022,5.0,5.0,5.0,2.0,5.0,5.0,5,yes,9," One way flight from Paris CDG to Berlin BER in April. A smooth and hassle-free flight on a brand new plane. The Airbus A220 is comfortable and offers free WIFI for Whatsapp and other messengers. Air France gives you a free small sandwich and a drink of your choice, alcoholic beverages included. Airport services were also fine. Check-in and security check in CDG took only a few minutes and in Berlin I got my luggage within 5 minutes. I think currently AF is the best airline in Europe."
Not Verified ,A330,Couple Leisure,Economy Class,Paris to Sint Maarten,June 2022,3.0,5.0,5.0,5.0,,5.0,5,yes,10,"  Was pleasantly surprised with Air France as I was expecting the worst experience. The aircraft felt up to date, entertainment system worked fine and had plenty of choices. Crew were very friendly and personally greeted us and asked if we needed anything. The meal services were great, the main meal was the best one I had in economy for quite sometime as mostly they are inedible but this was good, chicken with mushrooms and polenta, a small salad with Camargue rice and a delicious small pastry for dessert, coffee and wine. The meal service before landing was presented in a small gift bag and contents were tasty, a nice touch I thought."
✅ Trip Verified ,,Family Leisure,Economy Class,Washington  to Florence via Paris CDG,June 2022,1.0,5.0,1.0,3.0,1.0,1.0,1,no,2,"  Delayed on initial flight for both our departure and return trips. This caused us to miss our connection. Each time Air France made it incredibly difficult to rebook. We had to wander CDG airport where no one was there to assist, when we found the Air France desk they were understaffed and waited hours in line to get a new flight. This is all with our 5 month old son. Horrible attitudes and no sense of urgency in trying to get us home. They also lost one of my bags on the initial trip which was returned. However, all 5 of our bags were missing when we got home. It has been 5 days and countless phone calls and nothing has been done to tell us where our bags are or when to expect them. Items include stroller, car seat, and breast pump so my wife can provide milk to feed our son. All of these items had to be replaced because we cannot wait in limbo for them. Their call service automatically drops your call if it is longer than a 45min wait time so if you do not call at the exact minute of their opening you are more than likely not going to be able to speak to a customer service agent. I will never take any airline that connects in CDG and will absolutely avoid Air France at all costs. The flight attendants were great and the only positive interactions we had were with them."
✅ Trip Verified ,,Solo Leisure,Economy Class,Johannesburg to Paris via Heathrow,June 2022,1.0,1.0,1.0,2.0,,1.0,2,no,1,"  I flew Air France return for my trip to the UK. Seats were small, service apathetic, CDG was a huge disappointment. On the way back they lost my suitcase, still MIA and no feedback from the airline. You have to hold on the phone for ages, get a surly customer service person or your call dropped."
✅ Trip Verified ,,Solo Leisure,Economy Class,Berlin to Seoul via Amsterdam,April 2022,2.0,1.0,3.0,2.0,,2.0,2,no,1,"  Air France / KLM lure you with the free change ticket. Unluckily, it's an hoax. To begin with, no matter what's the actual price difference, I was asked to pay an amount of money that equal/ed the price of the full ticket at minimum. Eventually, I decided to accept it and was going to pay to change the ticket for my return flight. while I was shown several options, only a tiny percentage were available to book, maybe 30%. All the rest gave a system error and a message to call their hotline, which cost me a lot of wasted time. When I called the hotline, they told the flight was available, but cost more than the full price of a one way ticket. The actual flight was OK, but this rebooking experience was so disappointing and time consuming that I cannot help but to give KLM a 0."
Not Verified ,,Couple Leisure,Economy Class,Bangkok to London Heathrow via Paris,May 2022,2.0,1.0,,3.0,2.0,1.0,1,no,1,"  Awful customer service, who are clearly trained to keep you in a loop of confusion, in hope that you give up on whatever it is you need help with. Unnecessarily rude flight staff. Stay away upon arrival to the airport, we were told that our cabin bags had to go in the hold because the flight was at (or near) maximum capacity. When our bags came out of the hold, my laptop display was broken. I work remotely and so had to replace this instantly, and getting in contact with Air France has been an absolute nightmare. Firstly, I called their customer service lines several times. Every time is the same result - a string of employees with no understanding of what I'm saying, who direct me back and fourth across various different departments, often knowingly directing me to the wrong department just to get me to shut up. I submitted a claim to Air France directly 3 weeks ago and have still received no response. I've updated the claim several times, they are just ignoring me. Furthermore, on our outbound flight, there was sick on the seat. This being a 13 hour flight, we understandably asked a member of the team to move seats. She then came back with tissues and began wiping the seat. When my girlfriend stated that we didn't want it cleaned but rather wanted to move seats (the mess was really bad and smelt absolutely vile), the staff member very rudely and patronisingly said 'one minute' and then continued to rub the crime scene with her clearly inadequate bits of tissue. we eventually got her to agree to move our seat. We went and sat at the front where she told us to. A man comes over, head of the on-board team, and starts having a go at us for being in the wrong seat. We tried to tell him 'another staff member moved us here' but he sadly went on to repeatedly tell us to move for about 5 minutes, before eventually realising what we are saying, apologising, and leaving us in peace in our new seats. On our inbound flight, we did not receive the veggie meals we asked for. The lady just said 'No' repeatedly in again, an unnecessarily patronising tone, and continuously denied that we had requested vegetarian meals. She offered us meat meals instead. After we made it very clear that we were unhappy, we were given an armful of bread rolls and cheese to resolve the issue, as we'll as an extra desert and one pasta dish. This may have been the best they could do at the time, but was not exactly sufficient for a 13 hour flight. Furthermore, we've checked our booking and it clearly shows that we asked for vegetarian meals. This was just one return booking, and they did so many things wrong. It amazes me that big companies like Air France can get away with having no customer service whatsoever."
Not Verified ,,Solo Leisure,Economy Class,Paris to Toronto,June 2022,1.0,3.0,2.0,3.0,,1.0,3,no,1," Paris to Toronto. I spent the last 3 weeks travelling to different parts of Europe. I have taken 5 flights total, including my flight home with Air France. I am extremely disappointed with the airport and baggage situation. I arrived at the airport and had my luggage that was not overweight and my carry on luggage that was 12kg as required and purse. I checked my luggage in and proceeded to the security. When arriving at security they weighed my carry on and indicated I had to add my purse on top. Due to my purse and carry on luggage being 14kg together. They stated my carry on or purse needed to be paid for and put through baggage or I needed to remove items and throw them out. I had to go all the way back and pay for my carry on luggage that did not have a lock and had valuable items in it to be put through with baggage. I spent 85 euros that I had no intention in spending as I ensured to make my luggage and carry on for the weight requirements. I’m extremely disappointed that this occurred and felt it was very uncalled for as this has been the only airline who requires a shoulder purse to be weighted."
✅ Trip Verified ,,Business,Business Class,Geneva to Buenos Aires via Paris ,May 2022,2.0,1.0,,,,1.0,1,no,1,"  First leg GVA-CDG was delayed due to circumstances outside of AF's control, I completely understand. But I still managed to get to the gate to my CDG-EZE flight with just 5-10 minutes delay. we arrived to find the plane still at the gate but boarding closed. So AF's team had to deny boarding to the 20+ passengers that arrived just a few minutes late. We were then sent to the AF counter AND were assigned a hotel some 40 minutes drive from the airport (this was almost midnight by then). We were told a shuttle would take us to the hotel. We come out to an empty parking lot, no shuttle in sight. In the end we had to google the hotel's name and pay for a uber to take us there. We arrive to the hotel (which was partially under construction) at around 1AM, and the hotel manager has no idea if and when AF will send a shuttle to bring me back to the airport. AF set me in an Iberia flight via Madrid, so I had to be back at the airport at 5.30AM.  I make it back to the airport, to find out my luggage was not transferred by AF to Iberia, so I would have to leave without it. I spent the next week in Argentina without my luggage, unsuccessfully trying to get information from AF and/or Iberia."
✅ Trip Verified ,Boeing 777-300ER,Solo Leisure,Business Class,San Francisco to Paris,May 2022,4.0,5.0,4.0,4.0,,3.0,5,yes,8,"  Business class cabin is not the newest one in airline industry but still very good. The window seat is spacious with very much room for ones feet (perfect in flat bed mode) and very comfy. I slept very well. Privacy could be a little bit better but will be improved with the new suite type of seats for B777. IFE: Screen size and selection are good, picture quality is not on par with modern systems - but of course you can not expect this. The crew has been very friendly and helpful, food was plenty and delicious with a great starter (picture) and one of the best steaks I ever had on board (sorry, forgot to take a picture). Check in in SFO was very slow (almost 40 minutes for 12 people) but otherwise no complaints. Lounge was small and crowded, but food, beverages and WIFI were very good. I really liked the whole experience and appreciated the attentive and cordial service on board. Well done, Air France. I am looking forward to fly with you again long haul."
Not Verified ,,Solo Leisure,Economy Class,"Paris, France to Bangalore, India",May 2022,2.0,3.0,1.0,2.0,3.0,4.0,2,no,3,  Air France has been ok for sometime but on this trip their system would not let me enter/select special meals. They had the entire flight delayed by 45 minutes since their ‘business class’ passenger was delayed. As if the regular passengers time is not worthy.
✅ Trip Verified ,Boeing 777-200 / 777-300,Business,Business Class,Conakry to Washington via Paris,December 2021,4.0,4.0,,,,1.0,3,no,7,"  Conakry to Washington via Paris. Six months now and no resolution to a delayed baggage claim for purchasing incidentals totaling about $350. I will travel back to W. Africa next month in business class and informed Air France Customer Service (my fifth call to them get this resolved) that if my claim is not processed in the next two weeks that I will book with Brussels Airlines, which serves the same route. Shameful and inexcusable on the part of Air France."
✅ Trip Verified ,,Family Leisure,Business Class,Abuja to Amsterdam via Paris,May 2022,4.0,3.0,3.0,2.0,4.0,1.0,1,no,1," Abuja to Amsterdam via Paris. Very disrespectful to their customers. Initially, the return flight was booked for a Saturday evening. But 2 months in advance Air France cancelled the flight. Since there was only one flight a day, we had to reschedule for the Sunday flight. Air France did not want to book a hotel or pay (part of the extra hotel costs). On check-in at Abuja, check-in was denied, because the flight was scheduled for the day before (Saturday), doh. Even though I was carrying the ticket with the new date, the booking confirmation and the e-mail about the cancellation, they refused boarding. At long last, the ticket office printed a new ticket for Sunday, and informed us, that they would not charge us at this time. On arrival in Paris, there was a technical problem with the bridge, which delayed the flight by half an hour. Air France staff refused to assist to help us catch the connecting flight. As a result, we missed the flight. At the transfer counter, the helpful staff informed us of this fact, as if we were to blame for it. On arrival in Amsterdam, of course, our bags were missing. We claimed the missing bags immediately. It took Air France a full week, to deliver the bags (from Paris to Amsterdam). When they eventually delivered the bags, one was damaged (broken handle). We also claimed the damage on the handle immediately. So far it has been 3 weeks, and Air France is not responding to any requests, nor handling our damage claim. I would row a boat to Nigeria than fly with an airline that is so disinterested in their customers. Never again."
Not Verified ,,Couple Leisure,Economy Class,Paris to Havana,May 2022,1.0,2.0,1.0,1.0,3.0,4.0,2,no,3,"  Very poor meals for a 10hour flight (Paris CDG to Havana). They provided one meal ~1.5 hours after the take off and then we were starving as the last one was ~1.5 before landing. Both were unsatisfactory for such a long flight, equal to those offered in 3 hour flights of other airlines such Aegean. Also one of the flight attendants woke us up (4 people) at 4.30am while everyone was sleeping because she wanted to find her bag. She first opened the cases above our seats and after she realized that her bag was not there she poked the person sitting on the outermost seat to ask where is the bag and “why” it’s not there, loudly and visibly annoyed. So rude. For the record, the bag was in the next (front) case but I guess it’s easier to ask someone instead of looking a little further."
✅ Trip Verified ,Boeing 777,Solo Leisure,Economy Class,Toronto to Mumbai via Paris,April 2022,2.0,1.0,3.0,3.0,4.0,1.0,2,no,2,"  Delayed take-off by two hours from YYZ. Having waited for a while in Mumbai for my suitcase, I finally made it to the counter to file a claim.  It took me 4 hours to get out of the airport trying to file a claim for the missing baggage. The Air France representative  Mr. Akash was nothing but polite, courteous, and a star that worked under pressure. Whilst the process was disorganized and lacked manpower, he was single-handedly managing AF travelers.  I hope they track and manage to deliver my luggage on time. "
